Date,Away Team,Away Score,Home Team,Home Score
2017-5-9,New York Yankees,3,Cincinnati Reds,5
2017-5-9,Chicago Cubs,8,Colorado Rockies,1
2017-5-9,Atlanta Braves,3,Houston Astros,8
2017-5-9,Pittsburgh Pirates,3,Los Angeles Dodgers,4
2017-5-9,St. Louis Cardinals,6,Miami Marlins,5
2017-5-9,San Francisco Giants,1,New York Mets,6
2017-5-9,Los Angeles Angels,7,Oakland Athletics,3
2017-5-9,Kansas City Royals,7,Tampa Bay Rays,6
2017-5-9,Cleveland Indians,6,Toronto Blue Jays,0
2017-5-10,Detroit Tigers,1,Arizona D'Backs,7
2017-5-10,Chicago Cubs,0,Colorado Rockies,3
2017-5-10,Atlanta Braves,2,Houston Astros,4
2017-5-10,Pittsburgh Pirates,2,Los Angeles Dodgers,5
2017-5-10,St. Louis Cardinals,7,Miami Marlins,5
2017-5-10,Boston Red Sox,4,Milwaukee Brewers,7
2017-5-10,San Francisco Giants,6,New York Mets,5
2017-5-10,Los Angeles Angels,1,Oakland Athletics,3
2017-5-10,San Diego Padres,3,Texas Rangers,4
2017-5-10,Cleveland Indians,7,Toronto Blue Jays,8
2017-5-10,Baltimore Orioles,6,Washington Nationals,7
2017-5-11,Detroit Tigers,7,Los Angeles Angels,1
2017-5-11,Pittsburgh Pirates,1,Arizona D'Backs,2
2017-5-11,Minnesota Twins,7,Chicago White Sox,6
2017-5-11,Boston Red Sox,4,Milwaukee Brewers,1
2017-5-11,Houston Astros,3,New York Yankees,2
2017-5-11,Cincinnati Reds,3,San Francisco Giants,2
2017-5-11,Kansas City Royals,6,Tampa Bay Rays,0
2017-5-11,San Diego Padres,2,Texas Rangers,5
2017-5-11,Seattle Mariners,2,Toronto Blue Jays,7
2017-5-12,Detroit Tigers,0,Los Angeles Angels,7
2017-5-12,Tampa Bay Rays,5,Boston Red Sox,4
2017-5-12,San Diego Padres,6,Chicago White Sox,3
2017-5-12,Minnesota Twins,1,Cleveland Indians,0
2017-5-12,Los Angeles Dodgers,6,Colorado Rockies,2
2017-5-12,Baltimore Orioles,2,Kansas City Royals,3
2017-5-12,Atlanta Braves,8,Miami Marlins,4
2017-5-12,New York Mets,4,Milwaukee Brewers,7
2017-5-12,Houston Astros,5,New York Yankees,1
2017-5-12,Cincinnati Reds,2,San Francisco Giants,3
2017-5-12,Chicago Cubs,3,St. Louis Cardinals,2
2017-5-12,Oakland Athletics,2,Texas Rangers,5
2017-5-12,Seattle Mariners,0,Toronto Blue Jays,4
2017-5-13,Detroit Tigers,4,Los Angeles Angels,3
2017-5-13,Pittsburgh Pirates,4,Arizona D'Backs,3
2017-5-13,Tampa Bay Rays,3,Boston Red Sox,6
2017-5-13,San Diego Padres,4,Chicago White Sox,5
2017-5-13,Minnesota Twins,4,Cleveland Indians,1
2017-5-13,Los Angeles Dodgers,4,Colorado Rockies,0
2017-5-13,Baltimore Orioles,3,Kansas City Royals,4
2017-5-13,Atlanta Braves,3,Miami Marlins,1
2017-5-13,Cincinnati Reds,1,San Francisco Giants,3
2017-5-13,Chicago Cubs,3,St. Louis Cardinals,5
2017-5-13,Oakland Athletics,5,Texas Rangers,6
2017-5-13,Seattle Mariners,2,Toronto Blue Jays,7
2017-5-13,Philadelphia Phillies,4,Washington Nationals,6
2017-5-14,Detroit Tigers,1,Los Angeles Angels,4
2017-5-14,Pittsburgh Pirates,6,Arizona D'Backs,4
2017-5-14,San Diego Padres,3,Chicago White Sox,9
2017-5-14,Minnesota Twins,3,Cleveland Indians,8
2017-5-14,Los Angeles Dodgers,6,Colorado Rockies,9
2017-5-14,Baltimore Orioles,8,Kansas City Royals,9
2017-5-14,Atlanta Braves,1,Miami Marlins,3
2017-5-14,Cincinnati Reds,3,San Francisco Giants,8
2017-5-14,Chicago Cubs,0,St. Louis Cardinals,5
2017-5-14,Oakland Athletics,4,Texas Rangers,6
2017-5-14,Seattle Mariners,2,Toronto Blue Jays,3
2017-5-14,Philadelphia Phillies,4,Washington Nationals,3
2017-5-14,Philadelphia Phillies,5,Washington Nationals,6
2017-5-15,Chicago White Sox,3,Los Angeles Angels,5
2017-5-15,New York Mets,3,Arizona D'Backs,7
2017-5-15,Tampa Bay Rays,7,Cleveland Indians,8
2017-5-15,Houston Astros,7,Miami Marlins,2
2017-5-15,Milwaukee Brewers,5,San Diego Padres,6
2017-5-15,Oakland Athletics,5,Seattle Mariners,6
2017-5-15,Los Angeles Dodgers,4,San Francisco Giants,8
2017-5-16,Chicago White Sox,6,Los Angeles Angels,7
2017-5-16,New York Mets,4,Arizona D'Backs,5
2017-5-16,Cincinnati Reds,5,Chicago Cubs,9
2017-5-16,Tampa Bay Rays,6,Cleveland Indians,4
2017-5-16,New York Yankees,7,Kansas City Royals,1
2017-5-16,Colorado Rockies,7,Minnesota Twins,3
2017-5-16,Washington Nationals,8,Pittsburgh Pirates,4
2017-5-16,Milwaukee Brewers,6,San Diego Padres,2
2017-5-16,Oakland Athletics,9,Seattle Mariners,6
2017-5-16,Los Angeles Dodgers,1,San Francisco Giants,2
2017-5-16,Boston Red Sox,6,St. Louis Cardinals,3
2017-5-16,Philadelphia Phillies,1,Texas Rangers,5
2017-5-16,Atlanta Braves,9,Toronto Blue Jays,5
2017-5-17,New York Mets,4,Arizona D'Backs,5
2017-5-17,Toronto Blue Jays,4,Atlanta Braves,8
2017-5-17,Cincinnati Reds,5,Chicago Cubs,7
2017-5-17,Tampa Bay Rays,7,Cleveland Indians,4
2017-5-17,Baltimore Orioles,4,Detroit Tigers,5
2017-5-17,Houston Astros,3,Miami Marlins,0
2017-5-17,Washington Nationals,1,Pittsburgh Pirates,6
2017-5-17,Milwaukee Brewers,3,San Diego Padres,1
2017-5-17,Oakland Athletics,0,Seattle Mariners,4
2017-5-17,Los Angeles Dodgers,6,San Francisco Giants,1
2017-5-17,Boston Red Sox,5,St. Louis Cardinals,4
2017-5-17,Philadelphia Phillies,3,Texas Rangers,9
2017-5-18,Toronto Blue Jays,9,Atlanta Braves,0
2017-5-18,Cincinnati Reds,5,Chicago Cubs,9
2017-5-18,Baltimore Orioles,5,Detroit Tigers,6
2017-5-18,New York Yankees,1,Kansas City Royals,5
2017-5-18,Miami Marlins,2,Los Angeles Dodgers,7
2017-5-18,Colorado Rockies,5,Minnesota Twins,1
2017-5-18,Colorado Rockies,0,Minnesota Twins,2
2017-5-18,Boston Red Sox,3,Oakland Athletics,8
2017-5-18,Milwaukee Brewers,4,San Diego Padres,2
2017-5-18,Chicago White Sox,4,Seattle Mariners,5
2017-5-18,Philadelphia Phillies,4,Texas Rangers,8
2017-5-19,Washington Nationals,4,Atlanta Braves,7
2017-5-19,Toronto Blue Jays,3,Baltimore Orioles,5
2017-5-19,Milwaukee Brewers,6,Chicago Cubs,3
2017-5-19,Texas Rangers,5,Detroit Tigers,3
2017-5-19,Cleveland Indians,5,Houston Astros,3
2017-5-19,Miami Marlins,2,Los Angeles Dodgers,7
2017-5-19,Kansas City Royals,3,Minnesota Twins,4
2017-5-19,Los Angeles Angels,0,New York Mets,3
2017-5-19,Boston Red Sox,2,Oakland Athletics,3
2017-5-19,Philadelphia Phillies,7,Pittsburgh Pirates,2
2017-5-19,Chicago White Sox,2,Seattle Mariners,1
2017-5-19,San Francisco Giants,6,St. Louis Cardinals,5
2017-5-19,New York Yankees,4,Tampa Bay Rays,5
2017-5-20,Washington Nationals,2,Atlanta Braves,5
2017-5-20,Toronto Blue Jays,5,Baltimore Orioles,7
2017-5-20,Texas Rangers,3,Detroit Tigers,9
2017-5-20,Cleveland Indians,3,Houston Astros,0
2017-5-20,Los Angeles Angels,5,New York Mets,7
2017-5-20,Boston Red Sox,3,Oakland Athletics,8
2017-5-20,Philadelphia Phillies,3,Pittsburgh Pirates,6
2017-5-20,Arizona D'Backs,9,San Diego Padres,1
2017-5-20,San Francisco Giants,3,St. Louis Cardinals,1
2017-5-20,New York Yankees,5,Tampa Bay Rays,9
2017-5-21,Washington Nationals,3,Atlanta Braves,2
2017-5-21,Toronto Blue Jays,3,Baltimore Orioles,1
2017-5-21,Colorado Rockies,6,Cincinnati Reds,4
2017-5-21,Texas Rangers,5,Detroit Tigers,2
2017-5-21,Cleveland Indians,8,Houston Astros,6
2017-5-21,Miami Marlins,3,Los Angeles Dodgers,6
2017-5-21,Kansas City Royals,6,Minnesota Twins,4
2017-5-21,Kansas City Royals,4,Minnesota Twins,8
2017-5-21,Philadelphia Phillies,0,Pittsburgh Pirates,1
2017-5-21,Arizona D'Backs,1,San Diego Padres,5
2017-5-21,Chicago White Sox,8,Seattle Mariners,1
2017-5-21,San Francisco Giants,3,St. Louis Cardinals,8
2017-5-21,New York Yankees,3,Tampa Bay Rays,2
2017-5-22,Chicago White Sox,1,Arizona D'Backs,5
2017-5-22,Pittsburgh Pirates,2,Atlanta Braves,5
2017-5-22,San Francisco Giants,6,Chicago Cubs,4
2017-5-22,Cleveland Indians,1,Cincinnati Reds,5
2017-5-22,Detroit Tigers,0,Houston Astros,1
2017-5-22,Kansas City Royals,2,New York Yankees,4
2017-5-22,Colorado Rockies,8,Philadelphia Phillies,1
2017-5-22,Los Angeles Angels,3,Tampa Bay Rays,2
2017-5-23,Chicago White Sox,4,Arizona D'Backs,5
2017-5-23,Pittsburgh Pirates,5,Atlanta Braves,6
2017-5-23,Minnesota Twins,2,Baltimore Orioles,0
2017-5-23,San Francisco Giants,1,Chicago Cubs,4
2017-5-23,Cleveland Indians,8,Cincinnati Reds,7
2017-5-23,Detroit Tigers,2,Houston Astros,6
2017-5-23,St. Louis Cardinals,1,Los Angeles Dodgers,2
2017-5-23,Toronto Blue Jays,4,Milwaukee Brewers,3
2017-5-23,Kansas City Royals,6,New York Yankees,2
2017-5-23,San Diego Padres,3,New York Mets,9
2017-5-23,Colorado Rockies,8,Philadelphia Phillies,2
2017-5-23,Los Angeles Angels,4,Tampa Bay Rays,0
2017-5-24,Chicago White Sox,6,Arizona D'Backs,8
2017-5-24,Minnesota Twins,4,Baltimore Orioles,3
2017-5-24,Texas Rangers,4,Boston Red Sox,9
2017-5-24,San Francisco Giants,4,Chicago Cubs,5
2017-5-24,Cincinnati Reds,4,Cleveland Indians,3
2017-5-24,Detroit Tigers,6,Houston Astros,3
2017-5-24,St. Louis Cardinals,6,Los Angeles Dodgers,1
2017-5-24,Toronto Blue Jays,8,Milwaukee Brewers,4
2017-5-24,Kansas City Royals,0,New York Yankees,3
2017-5-24,San Diego Padres,6,New York Mets,5
2017-5-24,Miami Marlins,1,Oakland Athletics,4
2017-5-24,Colorado Rockies,7,Philadelphia Phillies,2
2017-5-24,Los Angeles Angels,2,Tampa Bay Rays,5
2017-5-24,Seattle Mariners,1,Washington Nationals,5
2017-5-25,Pittsburgh Pirates,9,Atlanta Braves,4
2017-5-25,Texas Rangers,2,Boston Red Sox,6
2017-5-25,San Francisco Giants,1,Chicago Cubs,5
2017-5-25,Detroit Tigers,6,Houston Astros,7
2017-5-25,St. Louis Cardinals,3,Los Angeles Dodgers,7
2017-5-25,Arizona D'Backs,4,Milwaukee Brewers,0
2017-5-25,San Diego Padres,4,New York Mets,3
2017-5-25,Colorado Rockies,1,Philadelphia Phillies,2
2017-5-25,Los Angeles Angels,0,Tampa Bay Rays,4
2017-5-25,Seattle Mariners,4,Washington Nationals,2
2017-5-26,Seattle Mariners,0,Boston Red Sox,3
2017-5-26,Detroit Tigers,2,Chicago White Sox,8
2017-5-26,Kansas City Royals,6,Cleveland Indians,4
2017-5-26,Baltimore Orioles,0,Houston Astros,2
2017-5-26,Chicago Cubs,0,Los Angeles Dodgers,4
2017-5-26,Los Angeles Angels,5,Miami Marlins,8
2017-5-26,Arizona D'Backs,4,Milwaukee Brewers,2
2017-5-26,Tampa Bay Rays,5,Minnesota Twins,2
2017-5-26,Oakland Athletics,4,New York Yankees,1
2017-5-26,Cincinnati Reds,5,Philadelphia Phillies,2
2017-5-26,New York Mets,8,Pittsburgh Pirates,1
2017-5-26,Atlanta Braves,2,San Francisco Giants,0
2017-5-26,Texas Rangers,6,Toronto Blue Jays,7
2017-5-26,San Diego Padres,1,Washington Nationals,5
2017-5-27,Seattle Mariners,0,Boston Red Sox,6
2017-5-27,Detroit Tigers,0,Chicago White Sox,3
2017-5-27,Detroit Tigers,4,Chicago White Sox,3
2017-5-27,Kansas City Royals,5,Cleveland Indians,2
2017-5-27,St. Louis Cardinals,3,Colorado Rockies,0
2017-5-27,Baltimore Orioles,2,Houston Astros,5
2017-5-27,Chicago Cubs,0,Los Angeles Dodgers,5
2017-5-27,Los Angeles Angels,5,Miami Marlins,2
2017-5-27,Arizona D'Backs,1,Milwaukee Brewers,6
2017-5-27,Tampa Bay Rays,3,Minnesota Twins,5
2017-5-27,Oakland Athletics,2,New York Yankees,3
2017-5-27,Cincinnati Reds,3,Philadelphia Phillies,4
2017-5-27,New York Mets,4,Pittsburgh Pirates,5
2017-5-27,Atlanta Braves,3,San Francisco Giants,6
2017-5-27,Texas Rangers,1,Toronto Blue Jays,3
2017-5-27,San Diego Padres,0,Washington Nationals,3
2017-5-28,Seattle Mariners,5,Boston Red Sox,0
2017-5-28,Detroit Tigers,3,Chicago White Sox,7
2017-5-28,St. Louis Cardinals,4,Colorado Rockies,8
2017-5-28,Baltimore Orioles,4,Houston Astros,8
2017-5-28,Chicago Cubs,4,Los Angeles Dodgers,9
2017-5-28,Los Angeles Angels,2,Miami Marlins,9
2017-5-28,Arizona D'Backs,5,Milwaukee Brewers,9
2017-5-28,Tampa Bay Rays,8,Minnesota Twins,6
2017-5-28,Oakland Athletics,5,New York Yankees,9
2017-5-28,Cincinnati Reds,8,Philadelphia Phillies,4
2017-5-28,New York Mets,7,Pittsburgh Pirates,2
2017-5-28,Atlanta Braves,1,San Francisco Giants,7
2017-5-28,Texas Rangers,3,Toronto Blue Jays,1
2017-5-28,San Diego Padres,5,Washington Nationals,3
2017-5-29,Atlanta Braves,6,Los Angeles Angels,3
2017-5-29,New York Yankees,2,Baltimore Orioles,3
2017-5-29,Boston Red Sox,4,Chicago White Sox,5
2017-5-29,Oakland Athletics,3,Cleveland Indians,5
2017-5-29,Seattle Mariners,6,Colorado Rockies,5
2017-5-29,Philadelphia Phillies,1,Miami Marlins,4
2017-5-29,Milwaukee Brewers,2,New York Mets,4
2017-5-29,Arizona D'Backs,3,Pittsburgh Pirates,4
2017-5-29,Chicago Cubs,2,San Diego Padres,5
2017-5-29,Washington Nationals,3,San Francisco Giants,0
2017-5-29,Los Angeles Dodgers,5,St. Louis Cardinals,1
2017-5-30,Atlanta Braves,3,Los Angeles Angels,9
2017-5-30,New York Yankees,8,Baltimore Orioles,3
2017-5-30,Oakland Athletics,4,Cleveland Indians,9
2017-5-30,Detroit Tigers,0,Kansas City Royals,1
2017-5-30,Philadelphia Phillies,2,Miami Marlins,7
2017-5-30,Houston Astros,7,Minnesota Twins,2
2017-5-30,Milwaukee Brewers,4,New York Mets,5
2017-5-30,Arizona D'Backs,3,Pittsburgh Pirates,0
2017-5-30,Chicago Cubs,2,San Diego Padres,6
2017-5-30,Washington Nationals,6,San Francisco Giants,3
2017-5-30,Los Angeles Dodgers,9,St. Louis Cardinals,4
2017-5-30,Tampa Bay Rays,5,Texas Rangers,9
2017-5-30,Cincinnati Reds,4,Toronto Blue Jays,6
2017-5-31,Atlanta Braves,1,Los Angeles Angels,2
2017-5-31,Boston Red Sox,4,Chicago White Sox,1
2017-5-31,Oakland Athletics,3,Cleveland Indians,1
2017-5-31,Detroit Tigers,6,Kansas City Royals,5
2017-5-31,Milwaukee Brewers,7,New York Mets,1
2017-5-31,Arizona D'Backs,6,Pittsburgh Pirates,5
2017-5-31,Chicago Cubs,1,San Diego Padres,2
2017-5-31,Colorado Rockies,0,Seattle Mariners,5
2017-5-31,Washington Nationals,3,San Francisco Giants,1
2017-5-31,Los Angeles Dodgers,1,St. Louis Cardinals,2
2017-5-31,Tampa Bay Rays,7,Texas Rangers,5
2017-5-31,Cincinnati Reds,4,Toronto Blue Jays,5
2017-6-1,Minnesota Twins,4,Los Angeles Angels,2
2017-6-1,Boston Red Sox,5,Baltimore Orioles,7
2017-6-1,Oakland Athletics,0,Cleveland Indians,8
2017-6-1,Arizona D'Backs,3,Miami Marlins,2
2017-6-1,Milwaukee Brewers,2,New York Mets,1
2017-6-1,Colorado Rockies,6,Seattle Mariners,3
2017-6-1,Los Angeles Dodgers,0,St. Louis Cardinals,2
2017-6-2,Boston Red Sox,2,Baltimore Orioles,3
2017-6-2,St. Louis Cardinals,2,Chicago Cubs,3
2017-6-2,Atlanta Braves,2,Cincinnati Reds,3
2017-6-2,Cleveland Indians,0,Kansas City Royals,4
2017-6-2,Arizona D'Backs,5,Miami Marlins,7
2017-6-2,Los Angeles Dodgers,2,Milwaukee Brewers,1
2017-6-2,Colorado Rockies,5,San Diego Padres,8
2017-6-2,Houston Astros,7,Texas Rangers,1
2017-6-2,New York Yankees,5,Toronto Blue Jays,7
2017-6-3,Minnesota Twins,2,Los Angeles Angels,7
2017-6-3,Boston Red Sox,5,Baltimore Orioles,2
2017-6-3,St. Louis Cardinals,3,Chicago Cubs,5
2017-6-3,Atlanta Braves,6,Cincinnati Reds,5
2017-6-3,Arizona D'Backs,0,Miami Marlins,3
2017-6-3,Pittsburgh Pirates,2,New York Mets,4
2017-6-3,San Francisco Giants,3,Philadelphia Phillies,5
2017-6-3,Tampa Bay Rays,2,Seattle Mariners,9
2017-6-3,Houston Astros,6,Texas Rangers,5
2017-6-3,New York Yankees,7,Toronto Blue Jays,0
2017-6-4,Minnesota Twins,3,Los Angeles Angels,2
2017-6-4,Boston Red Sox,7,Baltimore Orioles,3
2017-6-4,St. Louis Cardinals,6,Chicago Cubs,7
2017-6-4,Chicago White Sox,4,Detroit Tigers,7
2017-6-4,Cleveland Indians,8,Kansas City Royals,0
2017-6-4,Arizona D'Backs,5,Miami Marlins,6
2017-6-4,Los Angeles Dodgers,0,Milwaukee Brewers,3
2017-6-4,San Francisco Giants,7,Philadelphia Phillies,9
2017-6-4,Colorado Rockies,3,San Diego Padres,1
2017-6-4,Tampa Bay Rays,1,Seattle Mariners,7
2017-6-4,Houston Astros,7,Texas Rangers,2
2017-6-4,New York Yankees,2,Toronto Blue Jays,3
2017-6-5,Miami Marlins,1,Chicago Cubs,3
2017-6-5,St. Louis Cardinals,2,Cincinnati Reds,4
2017-6-5,Houston Astros,7,Kansas City Royals,3
2017-6-5,Washington Nationals,4,Los Angeles Dodgers,2
2017-6-5,San Francisco Giants,7,Milwaukee Brewers,2
2017-6-5,Toronto Blue Jays,3,Oakland Athletics,5
2017-6-6,Philadelphia Phillies,3,Atlanta Braves,1
2017-6-6,Pittsburgh Pirates,5,Baltimore Orioles,6
2017-6-6,Los Angeles Angels,5,Detroit Tigers,3
2017-6-6,Houston Astros,7,Kansas City Royals,9
2017-6-6,Washington Nationals,2,Los Angeles Dodgers,1
2017-6-6,San Francisco Giants,2,Milwaukee Brewers,5
2017-6-6,Boston Red Sox,5,New York Yankees,4
2017-6-6,Toronto Blue Jays,1,Oakland Athletics,4
2017-6-6,Chicago White Sox,4,Tampa Bay Rays,2
2017-6-7,San Diego Padres,4,Arizona D'Backs,7
2017-6-7,Pittsburgh Pirates,6,Baltimore Orioles,9
2017-6-7,Miami Marlins,6,Chicago Cubs,5
2017-6-7,St. Louis Cardinals,4,Cincinnati Reds,6
2017-6-7,Cleveland Indians,1,Colorado Rockies,8
2017-6-7,Los Angeles Angels,0,Detroit Tigers,4
2017-6-7,Houston Astros,5,Kansas City Royals,7
2017-6-7,Washington Nationals,1,Los Angeles Dodgers,2
2017-6-7,San Francisco Giants,3,Milwaukee Brewers,6
2017-6-7,Boston Red Sox,0,New York Yankees,8
2017-6-7,Toronto Blue Jays,7,Oakland Athletics,5
2017-6-7,Minnesota Twins,5,Seattle Mariners,6
2017-6-7,Chicago White Sox,1,Tampa Bay Rays,3
2017-6-7,New York Mets,4,Texas Rangers,3
2017-6-8,Philadelphia Phillies,1,Atlanta Braves,3
2017-6-8,Colorado Rockies,4,Chicago Cubs,1
2017-6-8,St. Louis Cardinals,2,Cincinnati Reds,5
2017-6-8,Houston Astros,6,Kansas City Royals,1
2017-6-8,San Francisco Giants,9,Milwaukee Brewers,5
2017-6-8,Boston Red Sox,1,New York Yankees,9
2017-6-8,Miami Marlins,7,Pittsburgh Pirates,1
2017-6-8,Minnesota Twins,2,Seattle Mariners,1
2017-6-8,Chicago White Sox,5,Tampa Bay Rays,7
2017-6-8,Baltimore Orioles,1,Washington Nationals,6
2017-6-9,Milwaukee Brewers,8,Arizona D'Backs,6
2017-6-9,New York Mets,2,Atlanta Braves,3
2017-6-9,Detroit Tigers,3,Boston Red Sox,5
2017-6-9,Colorado Rockies,5,Chicago Cubs,3
2017-6-9,Chicago White Sox,3,Cleveland Indians,7
2017-6-9,Los Angeles Angels,9,Houston Astros,4
2017-6-9,Cincinnati Reds,2,Los Angeles Dodgers,7
2017-6-9,Baltimore Orioles,2,New York Yankees,8
2017-6-9,Kansas City Royals,3,San Diego Padres,6
2017-6-9,Toronto Blue Jays,2,Seattle Mariners,4
2017-6-9,Minnesota Twins,4,San Francisco Giants,0
2017-6-9,Philadelphia Phillies,2,St. Louis Cardinals,3
2017-6-9,Texas Rangers,5,Washington Nationals,2
2017-6-10,Milwaukee Brewers,2,Arizona D'Backs,3
2017-6-10,New York Mets,6,Atlanta Braves,1
2017-6-10,New York Mets,8,Atlanta Braves,1
2017-6-10,Colorado Rockies,9,Chicago Cubs,1
2017-6-10,Chicago White Sox,5,Cleveland Indians,3
2017-6-10,Los Angeles Angels,1,Houston Astros,3
2017-6-10,Cincinnati Reds,4,Los Angeles Dodgers,5
2017-6-10,Miami Marlins,6,Pittsburgh Pirates,7
2017-6-10,Toronto Blue Jays,4,Seattle Mariners,2
2017-6-10,Minnesota Twins,3,San Francisco Giants,2
2017-6-10,Philadelphia Phillies,0,St. Louis Cardinals,7
2017-6-10,Oakland Athletics,5,Tampa Bay Rays,6
2017-6-10,Oakland Athletics,7,Tampa Bay Rays,2
2017-6-10,Texas Rangers,6,Washington Nationals,3
2017-6-11,New York Mets,2,Atlanta Braves,1
2017-6-11,Detroit Tigers,8,Boston Red Sox,3
2017-6-11,Colorado Rockies,5,Chicago Cubs,7
2017-6-11,Chicago White Sox,2,Cleveland Indians,4
2017-6-11,Cincinnati Reds,7,Los Angeles Dodgers,9
2017-6-11,Miami Marlins,1,Pittsburgh Pirates,3
2017-6-11,Kansas City Royals,8,San Diego Padres,3
2017-6-11,Toronto Blue Jays,4,Seattle Mariners,0
2017-6-11,Philadelphia Phillies,5,St. Louis Cardinals,6
2017-6-11,Oakland Athletics,4,Tampa Bay Rays,5
2017-6-11,Texas Rangers,5,Washington Nationals,1
2017-6-12,New York Yankees,5,Los Angeles Angels,3
2017-6-12,Philadelphia Phillies,5,Boston Red Sox,6
2017-6-12,Texas Rangers,6,Houston Astros,1
2017-6-12,Chicago Cubs,1,New York Mets,6
2017-6-12,Colorado Rockies,2,Pittsburgh Pirates,7
2017-6-12,Cincinnati Reds,3,San Diego Padres,9
2017-6-13,New York Yankees,2,Los Angeles Angels,3
2017-6-13,Philadelphia Phillies,3,Boston Red Sox,4
2017-6-13,Baltimore Orioles,1,Chicago White Sox,6
2017-6-13,Los Angeles Dodgers,7,Cleveland Indians,5
2017-6-13,Arizona D'Backs,7,Detroit Tigers,6
2017-6-13,Texas Rangers,4,Houston Astros,2
2017-6-13,Oakland Athletics,1,Miami Marlins,8
2017-6-13,Colorado Rockies,2,Pittsburgh Pirates,5
2017-6-13,Cincinnati Reds,2,San Diego Padres,6
2017-6-13,Kansas City Royals,8,San Francisco Giants,1
2017-6-13,Milwaukee Brewers,0,St. Louis Cardinals,6
2017-6-13,Milwaukee Brewers,8,St. Louis Cardinals,5
2017-6-13,Tampa Bay Rays,8,Toronto Blue Jays,1
